"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","row_id"
10.3,0.43,0.44,2.4,0.214,5,12,0.9994,3.19,0.63,9.5,6,838
10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,6,840
9,0.46,0.31,2.8,0.093,19,98,0.99815,3.32,0.63,9.5,6,842
10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,6,848
10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,6,851
13.8,0.49,0.67,3,0.093,6,15,0.9986,3.02,0.93,12,6,860
9.6,0.56,0.31,2.8,0.089,15,46,0.9979,3.11,0.92,10,6,861
9.1,0.785,0,2.6,0.093,11,28,0.9994,3.36,0.86,9.4,6,862
6.7,0.75,0.01,2.4,0.078,17,32,0.9955,3.55,0.61,12.8,6,866
9.1,0.28,0.48,1.8,0.067,26,46,0.9967,3.32,1.04,10.6,6,871
13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,6,877
13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,6,884
11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11,6,886
7.7,0.26,0.3,1.7,0.059,20,38,0.9949,3.29,0.47,10.8,6,887
8.7,0.31,0.46,1.4,0.059,11,25,0.9966,3.36,0.76,10.1,6,890
10.6,0.48,0.64,2.2,0.111,6,20,0.997,3.26,0.66,11.7,6,894
12.8,0.84,0.63,2.4,0.088,13,35,0.9997,3.1,0.6,10.4,6,898
11.1,0.45,0.73,3.2,0.066,6,22,0.9986,3.17,0.66,11.2,6,902
11.9,0.4,0.65,2.15,0.068,7,27,0.9988,3.06,0.68,11.3,6,904
9.5,0.735,0.1,2.1,0.079,6,31,0.9986,3.23,0.56,10.1,6,905
8.6,0.53,0.22,2,0.1,7,27,0.9967,3.2,0.56,10.2,6,906
11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,6,908
8.4,0.37,0.53,1.8,0.413,9,26,0.9979,3.06,1.06,9.1,6,909
6.8,0.56,0.03,1.7,0.084,18,35,0.9968,3.44,0.63,10,6,910
9.6,0.54,0.42,2.4,0.081,25,52,0.997,3.2,0.71,11.4,6,916
9.4,0.685,0.11,2.7,0.077,6,31,0.9984,3.19,0.7,10.1,6,920
10.2,0.645,0.36,1.8,0.053,5,14,0.9982,3.17,0.42,10,6,922
9.3,0.39,0.4,2.6,0.073,10,26,0.9984,3.34,0.75,10.2,6,923
8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,6,925
7.8,0.52,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9,6,929
11.2,0.67,0.55,2.3,0.084,6,13,1,3.17,0.71,9.5,6,930
9.8,0.25,0.49,2.7,0.088,15,33,0.9982,3.42,0.9,10,6,936
8.2,0.42,0.49,2.6,0.084,32,55,0.9988,3.34,0.75,8.7,6,938
9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,6,939
10.3,0.27,0.24,2.1,0.072,15,33,0.9956,3.22,0.66,12.8,6,940
10,0.48,0.24,2.7,0.102,13,32,1,3.28,0.56,10,6,941
9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,6,942
9.5,0.46,0.49,6.3,0.064,5,17,0.9988,3.21,0.73,11,6,944
6.8,0.51,0.01,2.1,0.074,9,25,0.9958,3.33,0.56,9.5,6,951
9.4,0.43,0.24,2.8,0.092,14,45,0.998,3.19,0.73,10,6,952
9.5,0.46,0.24,2.7,0.092,14,44,0.998,3.12,0.74,10,6,953
7.6,0.29,0.49,2.7,0.092,25,60,0.9971,3.31,0.61,10.1,6,957
8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,6,959
6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,6,962
6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,6,964
6.6,0.39,0.49,1.7,0.07,23,149,0.9922,3.12,0.5,11.5,6,969
8.3,0.58,0.13,2.9,0.096,14,63,0.9984,3.17,0.62,9.1,6,976
10.1,0.65,0.37,5.1,0.11,11,65,1.0026,3.32,0.64,10.4,6,979
7.5,0.64,0,2.4,0.077,18,29,0.9965,3.32,0.6,10,6,981
9.2,0.755,0.18,2.2,0.148,10,103,0.9969,2.87,1.36,10.2,6,982
7.9,0.51,0.25,2.9,0.077,21,45,0.9974,3.49,0.96,12.1,6,984
7.6,0.41,0.14,3,0.087,21,43,0.9964,3.32,0.57,10.5,6,987
6.7,0.42,0.27,8.6,0.068,24,148,0.9948,3.16,0.57,11.3,6,989
7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,6,992
7.2,0.57,0.06,1.6,0.076,9,27,0.9972,3.36,0.7,9.6,6,993
8.3,0.49,0.36,1.8,0.222,6,16,0.998,3.18,0.6,9.5,6,995
11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,6,997
10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,6,998
5.1,0.47,0.02,1.3,0.034,18,44,0.9921,3.9,0.62,12.8,6,1001
7,0.64,0.02,2.1,0.067,9,23,0.997,3.47,0.67,9.4,6,1007
9.7,0.31,0.47,1.6,0.062,13,33,0.9983,3.27,0.66,10,6,1009
7.2,0.49,0.18,2.7,0.069,13,34,0.9967,3.29,0.48,9.2,6,1010
8.1,0.72,0.09,2.8,0.084,18,49,0.9994,3.43,0.72,11.1,6,1011
8.3,0.76,0.29,4.2,0.075,12,16,0.9965,3.45,0.68,11.5,6,1014
7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,6,1015
7.2,0.5,0.18,2.1,0.071,12,31,0.99761,3.52,0.72,9.6,6,1017
7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,6,1025
10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,6,1032
7.4,0.37,0.43,2.6,0.082,18,82,0.99708,3.33,0.68,9.7,6,1034
10.1,0.27,0.54,2.3,0.065,7,26,0.99531,3.17,0.53,12.5,6,1036
7.6,0.48,0.31,2.8,0.07,4,15,0.99693,3.22,0.55,10.3,6,1041
12.6,0.41,0.54,2.8,0.103,19,41,0.99939,3.21,0.76,11.3,6,1043
5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6,1046
5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6,1047
10.6,0.5,0.45,2.6,0.119,34,68,0.99708,3.23,0.72,10.9,6,1048
9.9,0.25,0.46,1.7,0.062,26,42,0.9959,3.18,0.83,10.6,6,1049
7.4,0.68,0.16,1.8,0.078,12,39,0.9977,3.5,0.7,9.9,6,1050
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6,1052
6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,6,1054
7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6,1061
8.4,0.31,0.29,3.1,0.194,14,26,0.99536,3.22,0.78,12,6,1064
6.8,0.57,0,2.5,0.072,32,64,0.99491,3.43,0.56,11.2,6,1067
10.1,0.45,0.23,1.9,0.082,10,18,0.99774,3.22,0.65,9.3,6,1068
7.2,0.63,0.03,2.2,0.08,17,88,0.99745,3.53,0.58,9.8,6,1069
7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6,1070
7.4,0.52,0.13,2.4,0.078,34,61,0.99528,3.43,0.59,10.8,6,1073
9.1,0.28,0.46,9,0.114,3,9,0.99901,3.18,0.6,10.9,6,1076
10,0.46,0.44,2.9,0.065,4,8,0.99674,3.33,0.62,12.2,6,1077
7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,6,1078
6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6,1080
8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,6,1083
7.6,0.4,0.29,1.9,0.078,29,66,0.9971,3.45,0.59,9.5,6,1087
8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,6,1088
9.5,0.37,0.52,2,0.088,12,51,0.99613,3.29,0.58,11.1,6,1092
8.8,0.27,0.39,2,0.1,20,27,0.99546,3.15,0.69,11.2,6,1094
8.3,0.34,0.4,2.4,0.065,24,48,0.99554,3.34,0.86,11,6,1096
10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,6,1099
9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,6,1100
9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,6,1102
6.4,0.69,0,1.65,0.055,7,12,0.99162,3.47,0.53,12.9,6,1108
8,0.58,0.16,2,0.12,3,7,0.99454,3.22,0.58,11.2,6,1111
8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,6,1113
8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,6,1114
11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,6,1115
8.6,0.83,0,2.8,0.095,17,43,0.99822,3.33,0.6,10.4,6,1118
7.9,0.31,0.32,1.9,0.066,14,36,0.99364,3.41,0.56,12.6,6,1119
7.2,0.34,0.21,2.5,0.075,41,68,0.99586,3.37,0.54,10.1,6,1120
7.5,0.57,0.08,2.6,0.089,14,27,0.99592,3.3,0.59,10.4,6,1121
6.4,0.39,0.33,3.3,0.046,12,53,0.99294,3.36,0.62,12.2,6,1126
6.9,0.44,0,1.4,0.07,32,38,0.99438,3.32,0.58,11.4,6,1127
9.3,0.49,0.36,1.7,0.081,3,14,0.99702,3.27,0.78,10.9,6,1129
9.3,0.5,0.36,1.8,0.084,6,17,0.99704,3.27,0.77,10.8,6,1130
8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,6,1131
8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,6,1132
8.2,0.74,0.09,2,0.067,5,10,0.99418,3.28,0.57,11.8,6,1136
7.2,0.35,0.26,1.8,0.083,33,75,0.9968,3.4,0.58,9.5,6,1138
10.3,0.27,0.56,1.4,0.047,3,8,0.99471,3.16,0.51,11.8,6,1141
7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,6,1144
7.9,0.34,0.42,2,0.086,8,19,0.99546,3.35,0.6,11.4,6,1146
7,0.54,0.09,2,0.081,10,16,0.99479,3.43,0.59,11.5,6,1147
6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,6,1148
6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,6,1149
10.8,0.47,0.43,2.1,0.171,27,66,0.9982,3.17,0.76,10.8,6,1156
8.3,0.53,0,1.4,0.07,6,14,0.99593,3.25,0.64,10,6,1157
7.9,0.33,0.41,1.5,0.056,6,35,0.99396,3.29,0.71,11,6,1158
10.7,0.4,0.37,1.9,0.081,17,29,0.99674,3.12,0.65,11.2,6,1167
10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4,6,1174
6.9,0.45,0.11,2.4,0.043,6,12,0.99354,3.3,0.65,11.4,6,1178
8.2,0.2,0.43,2.5,0.076,31,51,0.99672,3.53,0.81,10.4,6,1180
7.8,0.5,0.12,1.8,0.178,6,21,0.996,3.28,0.87,9.8,6,1181
6.1,0.58,0.23,2.5,0.044,16,70,0.99352,3.46,0.65,12.5,6,1184
9.6,0.42,0.35,2.1,0.083,17,38,0.99622,3.23,0.66,11.1,6,1185
6.6,0.58,0,2.2,0.1,50,63,0.99544,3.59,0.68,11.4,6,1186
6.7,0.41,0.43,2.8,0.076,22,54,0.99572,3.42,1.16,10.6,6,1187
7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,6,1194
7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,6,1195
6.5,0.61,0,2.2,0.095,48,59,0.99541,3.61,0.7,11.5,6,1196
8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,6,1197
10.2,0.4,0.4,2.5,0.068,41,54,0.99754,3.38,0.86,10.5,6,1199
9.1,0.4,0.57,4.6,0.08,6,20,0.99652,3.28,0.57,12.5,6,1202
6.2,0.43,0.22,1.8,0.078,21,56,0.99633,3.52,0.6,9.5,6,1204
7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,6,1206
7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,6,1208
7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,6,1209
6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,6,1211
10.2,0.33,0.46,1.9,0.081,6,9,0.99628,3.1,0.48,10.4,6,1213
12.6,0.39,0.49,2.5,0.08,8,20,0.9992,3.07,0.82,10.3,6,1223
7.7,0.18,0.34,2.7,0.066,15,58,0.9947,3.37,0.78,11.8,6,1224
5.9,0.29,0.25,13.4,0.067,72,160,0.99721,3.33,0.54,10.3,6,1229
7,0.58,0.28,4.8,0.085,12,69,0.99633,3.32,0.7,11,6,1233
6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,6,1234
6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,6,1235
8.5,0.37,0.32,1.8,0.066,26,51,0.99456,3.38,0.72,11.8,6,1236
7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,6,1238
10.4,0.43,0.5,2.3,0.068,13,19,0.996,3.1,0.87,11.4,6,1239
6.9,0.41,0.31,2,0.079,21,51,0.99668,3.47,0.55,9.5,6,1240
7.8,0.58,0.13,2.1,0.102,17,36,0.9944,3.24,0.53,11.2,6,1243
8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,6,1244
8.7,0.63,0.28,2.7,0.096,17,69,0.99734,3.26,0.63,10.2,6,1250
7.1,0.16,0.44,2.5,0.068,17,31,0.99328,3.35,0.54,12.4,6,1251
8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,6,1254
7.2,0.53,0.14,2.1,0.064,15,29,0.99323,3.35,0.61,12.1,6,1255
9.1,0.37,0.32,2.1,0.064,4,15,0.99576,3.3,0.8,11.2,6,1259
7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,6,1263
5.4,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,6,1264
9.9,0.44,0.46,2.2,0.091,10,41,0.99638,3.18,0.69,11.9,6,1265
7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,6,1266
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6,1271
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6,1272
8.4,0.39,0.1,1.7,0.075,6,25,0.99581,3.09,0.43,9.7,6,1275
6.6,0.58,0.02,2.4,0.069,19,40,0.99387,3.38,0.66,12.6,6,1276
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6,1277
7.6,0.54,0.02,1.7,0.085,17,31,0.99589,3.37,0.51,10.4,6,1280
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6,1281
8.2,0.44,0.24,2.3,0.063,10,28,0.99613,3.25,0.53,10.2,6,1282
7.2,0.605,0.02,1.9,0.096,10,31,0.995,3.46,0.53,11.8,6,1287
8,0.77,0.32,2.1,0.079,16,74,0.99656,3.27,0.5,9.8,6,1289
7.5,0.58,0.56,3.1,0.153,5,14,0.99476,3.21,1.03,11.6,6,1290
5.2,0.49,0.26,2.3,0.09,23,74,0.9953,3.71,0.62,12.2,6,1291
7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,6,1294
6,0.49,0,2.3,0.068,15,33,0.99292,3.58,0.59,12.5,6,1295
8.6,0.685,0.1,1.6,0.092,3,12,0.99745,3.31,0.65,9.55,6,1296
8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,6,1300
6.6,0.96,0,1.8,0.082,5,16,0.9936,3.5,0.44,11.9,6,1303
8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,6,1308
7.7,0.23,0.37,1.8,0.046,23,60,0.9971,3.41,0.71,12.1,6,1309
7.6,0.43,0.31,2.1,0.069,13,74,0.9958,3.26,0.54,9.9,6,1310
10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,6,1312
7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.6,6,1317
7.6,0.35,0.6,2.6,0.073,23,44,0.99656,3.38,0.79,11.1,6,1324
7.1,0.22,0.49,1.8,0.039,8,18,0.99344,3.39,0.56,12.4,6,1326
6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,6,1328
7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,6,1332
7.1,0.27,0.6,2.1,0.074,17,25,0.99814,3.38,0.72,10.6,6,1335
7.1,0.53,0.07,1.7,0.071,15,24,0.9951,3.29,0.66,10.8,6,1345
7.1,0.69,0.08,2.1,0.063,42,52,0.99608,3.42,0.6,10.2,6,1347
7,0.55,0.13,2.2,0.075,15,35,0.9959,3.36,0.59,9.7,6,1350
6.2,0.52,0.08,4.4,0.071,11,32,0.99646,3.56,0.63,11.6,6,1353
11.1,0.44,0.42,2.2,0.064,14,19,0.99758,3.25,0.57,10.4,6,1355
6.5,0.63,0.33,1.8,0.059,16,28,0.99531,3.36,0.64,10.1,6,1356
6.3,0.68,0.01,3.7,0.103,32,54,0.99586,3.51,0.66,11.3,6,1357
6.4,0.36,0.53,2.2,0.23,19,35,0.9934,3.37,0.93,12.4,6,1363
7.5,0.52,0.4,2.2,0.06,12,20,0.99474,3.26,0.64,11.8,6,1367
6.8,0.67,0.15,1.8,0.118,13,20,0.9954,3.42,0.67,11.3,6,1370
7.2,0.39,0.44,2.6,0.066,22,48,0.99494,3.3,0.84,11.5,6,1372
6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,6,1378
8.5,0.28,0.56,1.8,0.092,35,103,0.9969,3.3,0.75,10.5,7,1385
9.6,0.32,0.47,1.4,0.056,9,24,0.99695,3.22,0.82,10.3,7,1390
12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,7,1392
15,0.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2,7,1396
11.8,0.26,0.52,1.8,0.071,6,10,0.9968,3.2,0.72,10.2,7,1398
8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,7,1399
7.7,0.27,0.68,3.5,0.358,5,10,0.9972,3.25,1.08,9.9,7,1400
8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,7,1403
9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,7,1405
7.9,0.65,0.01,2.5,0.078,17,38,0.9963,3.34,0.74,11.7,7,1407
11.9,0.695,0.53,3.4,0.128,7,21,0.9992,3.17,0.84,12.2,7,1408
10.5,0.42,0.66,2.95,0.116,12,29,0.997,3.24,0.75,11.7,7,1411
11.9,0.43,0.66,3.1,0.109,10,23,1,3.15,0.85,10.4,7,1412
12.8,0.615,0.66,5.8,0.083,7,42,1.0022,3.07,0.73,10,7,1413
12.8,0.615,0.66,5.8,0.083,7,42,1.0022,3.07,0.73,10,7,1414
9.6,0.38,0.31,2.5,0.096,16,49,0.9982,3.19,0.7,10,7,1418
12,0.37,0.76,4.2,0.066,7,38,1.0004,3.22,0.6,13,7,1419
12,0.39,0.66,3,0.093,12,30,0.9996,3.18,0.63,10.8,7,1420
6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,7,1423
10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,7,1424
10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,7,1426
15.6,0.685,0.76,3.7,0.1,6,43,1.0032,2.95,0.68,11.2,7,1427
10,0.44,0.49,2.7,0.077,11,19,0.9963,3.23,0.63,11.6,7,1428
10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,7,1430
10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,7,1431
9.2,0.41,0.5,2.5,0.055,12,25,0.9952,3.34,0.79,13.3,7,1433
8.9,0.4,0.51,2.6,0.052,13,27,0.995,3.32,0.9,13.4,7,1434
10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,7,1436
10.5,0.24,0.42,1.8,0.077,6,22,0.9976,3.21,1.05,10.8,7,1438
10.2,0.49,0.63,2.9,0.072,10,26,0.9968,3.16,0.78,12.5,7,1439
10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,7,1442
12.9,0.35,0.49,5.8,0.066,5,35,1.0014,3.2,0.66,12,7,1444
12,0.28,0.49,1.9,0.074,10,21,0.9976,2.98,0.66,9.9,7,1445
11.8,0.33,0.49,3.4,0.093,54,80,1.0002,3.3,0.76,10.7,7,1446
9.4,0.41,0.48,4.6,0.072,10,20,0.9973,3.34,0.79,12.2,7,1449
9.3,0.37,0.44,1.6,0.038,21,42,0.99526,3.24,0.81,10.8,7,1454
8.4,0.25,0.39,2,0.041,4,10,0.99386,3.27,0.71,12.5,7,1457
6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7,1461
6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7,1462
10.1,0.31,0.35,1.6,0.075,9,28,0.99672,3.24,0.83,11.2,7,1463
7.6,0.735,0.02,2.5,0.071,10,14,0.99538,3.51,0.71,11.7,7,1465
8.2,0.26,0.34,2.5,0.073,16,47,0.99594,3.4,0.78,11.3,7,1466
9.1,0.21,0.37,1.6,0.067,6,10,0.99552,3.23,0.58,11.1,7,1468
10.4,0.38,0.46,2.1,0.104,6,10,0.99664,3.12,0.65,11.8,7,1469
7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,7,1475
9.9,0.27,0.49,5,0.082,9,17,0.99484,3.19,0.52,12.5,7,1483
10.2,0.44,0.42,2,0.071,7,20,0.99566,3.14,0.79,11.1,7,1487
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,1492
8.2,0.31,0.4,2.2,0.058,6,10,0.99536,3.31,0.68,11.2,7,1494
10.2,0.34,0.48,2.1,0.052,5,9,0.99458,3.2,0.69,12.1,7,1495
6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7,1508
8.9,0.35,0.4,3.6,0.11,12,24,0.99549,3.23,0.7,12,7,1511
7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,7,1515
9.5,0.39,0.41,8.9,0.069,18,39,0.99859,3.29,0.81,10.9,7,1521
8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,7,1523
8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,7,1525
11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,7,1527
9.1,0.25,0.34,2,0.071,45,67,0.99769,3.44,0.86,10.2,7,1530
8,0.31,0.45,2.1,0.216,5,16,0.99358,3.15,0.81,12.5,7,1537
7.4,0.36,0.34,1.8,0.075,18,38,0.9933,3.38,0.88,13.6,7,1541
10,0.41,0.45,6.2,0.071,6,14,0.99702,3.21,0.49,11.8,7,1544
5.1,0.51,0.18,2.1,0.042,16,101,0.9924,3.46,0.87,12.9,7,1547
8.2,0.33,0.39,2.5,0.074,29,48,0.99528,3.32,0.88,12.4,7,1550
7.2,0.25,0.37,2.5,0.063,11,41,0.99439,3.52,0.8,12.4,7,1552
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7,1554
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7,1555
6.2,0.39,0.43,2,0.071,14,24,0.99428,3.45,0.87,11.2,7,1558
5.1,0.42,0,1.8,0.044,18,88,0.99157,3.68,0.73,13.6,7,1559
9.8,0.3,0.39,1.7,0.062,3,9,0.9948,3.14,0.57,11.5,7,1560
7,0.6,0.12,2.2,0.083,13,28,0.9966,3.52,0.62,10.2,7,1562
8.1,0.29,0.36,2.2,0.048,35,53,0.995,3.27,1.01,12.4,7,1564
7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,7,1567
6.6,0.58,0.02,2,0.062,37,53,0.99374,3.35,0.76,11.6,7,1570
7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,7,1573
5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.6,7,1575
10.3,0.32,0.45,6.4,0.073,5,13,0.9976,3.23,0.82,12.6,8,1583
11.3,0.62,0.67,5.2,0.086,6,19,0.9988,3.22,0.69,13.4,8,1586
5,0.42,0.24,2,0.06,19,50,0.9917,3.72,0.74,14,8,1590
10,0.26,0.54,1.9,0.083,42,74,0.99451,2.98,0.63,11.8,8,1593
7.9,0.54,0.34,2.5,0.076,8,17,0.99235,3.2,0.72,13.1,8,1594
5.5,0.49,0.03,1.8,0.044,28,87,0.9908,3.5,0.82,14,8,1596
7.4,0.36,0.3,1.8,0.074,17,24,0.99419,3.24,0.7,11.4,8,1599
